Worker,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
worker 1,2026-07-27 13:07:53.122,-0.96,0.3,0.0,2.69,-50.48,-12.45
worker 1,2026-07-27 13:07:53.123,-0.97,0.38,-0.04,-65.31,-18.13,-14.65
worker 1,2026-07-27 13:07:53.124,-0.97,0.38,-0.04,-65.31,-18.13,-14.65
worker 1,2026-07-27 13:07:53.124,-1.0,0.3,-0.04,-78.31,1.4,-0.18
worker 1,2026-07-27 13:07:53.125,-0.97,0.19,0.01,-43.21,18.98,13.92
worker 1,2026-07-27 13:07:53.126,-0.93,0.15,0.05,-10.31,23.07,14.65
worker 1,2026-07-27 13:07:53.127,-0.93,0.17,0.03,3.72,7.93,4.52
worker 1,2026-07-27 13:07:53.128,-0.94,0.22,-0.03,2.75,-16.72,-7.26
worker 1,2026-07-27 13:07:53.129,-0.94,0.22,-0.03,2.75,-16.72,-7.26
worker 1,2026-07-27 13:07:53.129,-0.94,0.25,-0.06,2.87,-37.66,-15.26
worker 1,2026-07-27 13:07:53.130,-0.94,0.25,-0.06,12.02,-46.02,-16.36
worker 1,2026-07-27 13:07:53.131,-0.93,0.27,-0.06,12.02,-46.02,-16.36
worker 1,2026-07-27 13:07:53.131,-0.94,0.26,-0.04,23.56,-41.38,-7.87
worker 1,2026-07-27 13:07:53.132,-0.97,0.22,-0.03,32.71,-26.61,7.45
worker 1,2026-07-27 13:07:53.132,-1.03,0.16,-0.05,34.67,-10.93,20.14
worker 1,2026-07-27 13:07:53.133,-1.03,0.16,-0.05,34.67,-10.93,20.14
worker 1,2026-07-27 13:07:53.133,-1.08,0.1,-0.12,20.87,-7.45,23.38
worker 1,2026-07-27 13:07:53.230,-1.11,0.09,-0.17,4.39,-23.25,14.83
worker 1,2026-07-27 13:07:53.230,-1.14,0.1,-0.13,-0.24,-37.54,-0.98
worker 1,2026-07-27 13:07:53.231,-1.14,0.1,-0.13,-0.24,-37.54,-0.98
worker 1,2026-07-27 13:07:53.231,-1.08,0.12,-0.07,-17.21,-17.46,-9.89
worker 1,2026-07-27 13:07:53.588,-1.08,0.12,-0.07,-17.21,-17.46,-9.89
worker 1,2026-07-27 13:07:53.588,-0.87,0.2,-0.01,-53.53,31.49,-10.5
worker 1,2026-07-27 13:07:53.589,-0.87,0.2,-0.01,-53.53,31.49,-10.5
worker 1,2026-07-27 13:07:53.589,-0.76,0.33,0.09,-74.65,87.16,-6.41
worker 1,2026-07-27 13:07:53.589,-0.86,0.41,0.18,-65.19,122.13,6.04
worker 1,2026-07-27 13:07:53.643,-0.86,0.41,0.18,-65.19,122.13,6.04
worker 1,2026-07-27 13:07:53.644,-1.04,0.42,0.15,-39.12,116.39,21.06
worker 1,2026-07-27 13:07:54.127,-1.07,0.39,0.02,-2.75,73.3,21.06
worker 1,2026-07-27 13:07:54.249,-0.94,0.31,-0.09,41.5,9.52,-1.59
worker 1,2026-07-27 13:07:54.249,-0.83,0.25,-0.11,70.19,-30.09,-25.76
worker 1,2026-07-27 13:07:54.250,-0.84,0.27,-0.1,53.59,-14.34,-27.4
worker 1,2026-07-27 13:07:54.250,-0.92,0.31,-0.13,-5.68,28.14,-10.13
worker 1,2026-07-27 13:07:54.251,-0.97,0.32,-0.2,-48.71,51.94,4.33
worker 1,2026-07-27 13:07:54.251,-0.96,0.28,-0.21,-42.54,47.97,3.66
worker 1,2026-07-27 13:07:54.252,-0.96,0.28,-0.21,-24.78,35.4,-7.87
worker 1,2026-07-27 13:07:54.270,-0.91,0.22,-0.18,-24.78,35.4,-7.87
worker 1,2026-07-27 13:07:54.270,-0.88,0.17,-0.18,-21.24,25.76,-21.18
worker 1,2026-07-27 13:07:54.270,-0.87,0.16,-0.24,-26.25,16.78,-30.82
worker 1,2026-07-27 13:07:54.270,-0.87,0.17,-0.31,-35.52,8.73,-35.1
worker 1,2026-07-27 13:07:54.270,-0.84,0.2,-0.34,-47.3,4.94,-33.94
worker 1,2026-07-27 13:07:54.271,-0.78,0.26,-0.32,-54.69,2.81,-26.61
worker 1,2026-07-27 13:07:54.271,-0.82,0.28,-0.24,-50.54,-10.25,-15.93
worker 1,2026-07-27 13:07:54.271,-1.12,0.27,-0.22,-33.39,-36.87,-9.03
worker 1,2026-07-27 13:07:54.271,-1.28,0.29,-0.31,-14.1,-51.09,-7.87
worker 1,2026-07-27 13:07:54.271,-1.02,0.34,-0.24,-8.06,-35.34,-6.96
worker 1,2026-07-27 13:07:54.271,-0.76,0.32,0.03,-4.52,-13.0,1.16
worker 1,2026-07-27 13:07:54.271,-0.77,0.23,0.14,1.04,-3.36,19.17
worker 1,2026-07-27 13:07:54.271,-0.96,0.14,0.02,-7.81,-13.12,33.14
worker 1,2026-07-27 13:07:54.271,-1.07,0.1,-0.07,-15.93,-36.32,25.45
worker 1,2026-07-27 13:07:54.604,-1.04,0.19,-0.07,-24.9,-44.62,1.22
worker 1,2026-07-27 13:07:54.604,-1.04,0.19,-0.07,-43.58,-33.39,-18.13
worker 1,2026-07-27 13:07:54.605,-1.01,0.27,-0.05,-43.58,-33.39,-18.13
worker 1,2026-07-27 13:07:54.605,-0.99,0.27,-0.01,-44.07,-11.66,-17.58
worker 1,2026-07-27 13:07:54.605,-0.96,0.23,0.03,-22.89,6.16,-6.53
worker 1,2026-07-27 13:07:54.609,-0.96,0.23,0.03,-22.89,6.16,-6.53
worker 1,2026-07-27 13:07:54.610,-0.92,0.22,0.04,0.79,4.03,-2.38
worker 1,2026-07-27 13:07:54.610,-0.92,0.23,0.01,15.44,-11.23,-5.92
worker 1,2026-07-27 13:07:54.611,-0.92,0.23,0.01,15.44,-11.23,-5.92
worker 1,2026-07-27 13:07:54.612,-0.93,0.23,-0.01,23.32,-24.96,-9.89
worker 1,2026-07-27 13:07:54.613,-0.95,0.23,0.0,29.85,-24.41,-8.36
worker 1,2026-07-27 13:07:55.146,-0.97,0.25,0.02,30.33,-8.36,-1.95
worker 1,2026-07-27 13:07:55.147,-0.98,0.26,0.03,20.75,7.32,2.69
worker 1,2026-07-27 13:07:55.147,-0.98,0.25,0.0,13.37,8.3,2.5
worker 1,2026-07-27 13:07:55.147,-0.97,0.23,-0.03,23.86,-5.25,-1.16
worker 1,2026-07-27 13:07:55.148,-0.97,0.23,-0.03,23.86,-5.25,-1.16
worker 1,2026-07-27 13:07:55.148,-0.94,0.19,-0.04,43.27,-21.18,-5.07
worker 1,2026-07-27 13:07:55.148,-0.94,0.16,-0.05,55.11,-30.58,-5.92
worker 1,2026-07-27 13:07:55.149,-0.94,0.16,-0.05,55.11,-30.58,-5.92
worker 1,2026-07-27 13:07:55.149,-0.95,0.14,-0.06,60.49,-34.36,-3.66
worker 1,2026-07-27 13:07:55.924,-0.95,0.15,-0.05,61.58,-32.17,-0.37
worker 1,2026-07-27 13:07:55.924,-0.93,0.19,-0.03,52.92,-25.21,2.99
worker 1,2026-07-27 13:07:55.925,-0.93,0.19,-0.03,52.92,-25.21,2.99
worker 1,2026-07-27 13:07:55.925,-0.93,0.21,-0.03,39.98,-21.06,6.16
worker 1,2026-07-27 13:07:55.926,-0.95,0.21,-0.06,33.45,-22.83,8.18
worker 1,2026-07-27 13:07:55.926,-1.01,0.19,-0.08,35.16,-26.43,7.87
worker 1,2026-07-27 13:07:55.927,-1.12,0.13,-0.1,41.81,-23.56,7.57
worker 1,2026-07-27 13:07:55.934,-1.12,0.13,-0.1,41.81,-23.56,7.57
worker 1,2026-07-27 13:07:55.934,-1.19,0.11,-0.11,37.41,-8.06,6.47
worker 1,2026-07-27 13:07:55.935,-1.19,0.11,-0.11,37.41,-8.06,6.47
worker 1,2026-07-27 13:07:55.935,-1.08,0.16,-0.1,11.47,7.32,-2.62
worker 1,2026-07-27 13:07:55.935,-0.89,0.23,-0.03,-14.22,20.14,-12.82
worker 1,2026-07-27 13:07:55.936,-0.86,0.3,0.07,-27.47,55.48,-4.33
worker 1,2026-07-27 13:07:55.936,-0.86,0.3,0.07,-28.5,97.66,18.25
worker 1,2026-07-27 13:07:55.936,-1.03,0.33,0.09,-28.5,97.66,18.25
worker 1,2026-07-27 13:07:55.936,-1.11,0.29,-0.02,0.12,96.44,27.77
worker 1,2026-07-27 13:07:55.937,-1.11,0.29,-0.02,0.12,96.44,27.77
worker 1,2026-07-27 13:07:55.937,-1.0,0.25,-0.11,47.36,59.88,15.2
worker 1,2026-07-27 13:07:55.937,-0.87,0.2,-0.11,51.39,38.45,1.59
worker 1,2026-07-27 13:07:55.938,-0.87,0.2,-0.11,51.39,38.45,1.59
worker 1,2026-07-27 13:07:55.938,-0.83,0.16,-0.07,7.26,39.92,-1.89
worker 1,2026-07-27 13:07:55.938,-0.82,0.19,-0.05,-29.05,41.02,-4.7
worker 1,2026-07-27 13:07:55.939,-0.82,0.24,-0.09,-39.18,31.37,-9.34
worker 1,2026-07-27 13:07:55.940,-0.84,0.27,-0.18,-35.1,15.14,-12.63
worker 1,2026-07-27 13:07:55.940,-0.86,0.29,-0.29,-33.33,1.83,-12.7
worker 1,2026-07-27 13:07:55.941,-0.86,0.29,-0.29,-33.33,1.83,-12.7
worker 1,2026-07-27 13:07:55.942,-0.93,0.33,-0.47,-36.68,-3.91,-10.38
worker 1,2026-07-27 13:07:55.943,-0.93,0.33,-0.47,-36.68,-3.91,-10.38
worker 1,2026-07-27 13:07:55.943,-0.98,0.37,-0.61,-34.85,6.65,-8.54
worker 1,2026-07-27 13:07:55.944,-0.93,0.33,-0.49,-32.41,26.67,-10.56
worker 1,2026-07-27 13:07:55.944,-0.98,0.21,-0.2,-47.0,22.46,-16.6
worker 1,2026-07-27 13:07:55.948,-0.98,0.21,-0.2,-47.0,22.46,-16.6
worker 1,2026-07-27 13:07:55.948,-0.99,0.15,0.01,-49.74,-7.57,-21.18
worker 1,2026-07-27 13:07:55.949,-0.99,0.15,0.01,-49.74,-7.57,-21.18
worker 1,2026-07-27 13:07:55.949,-0.9,0.21,0.09,-20.51,-22.83,-16.91
worker 1,2026-07-27 13:07:55.949,-0.94,0.27,0.09,-11.66,-17.88,-7.26
worker 1,2026-07-27 13:07:55.949,-0.99,0.25,0.04,-45.53,-13.49,0.92
worker 1,2026-07-27 13:07:55.950,-0.99,0.25,0.04,-90.21,-6.84,6.59
worker 1,2026-07-27 13:07:55.985,-0.97,0.22,0.01,-90.21,-6.84,6.59
worker 1,2026-07-27 13:07:56.167,-0.96,0.25,-0.01,-106.02,0.92,2.99
worker 1,2026-07-27 13:07:56.168,-0.96,0.25,-0.01,-106.02,0.92,2.99
worker 1,2026-07-27 13:07:56.168,-0.96,0.29,-0.06,-73.85,-7.26,-12.08
worker 1,2026-07-27 13:07:56.169,-0.96,0.29,-0.06,-73.85,-7.26,-12.08
worker 1,2026-07-27 13:07:56.169,-0.97,0.27,-0.08,-13.0,-26.98,-25.39
worker 1,2026-07-27 13:07:56.169,-0.97,0.27,-0.08,37.54,-37.29,-26.12
worker 1,2026-07-27 13:07:56.169,-0.96,0.2,-0.08,37.54,-37.29,-26.12
worker 1,2026-07-27 13:07:56.170,-0.97,0.13,-0.08,46.26,-34.91,-18.92
worker 1,2026-07-27 13:07:56.229,-0.99,0.11,-0.07,18.49,-24.72,-13.06
worker 1,2026-07-27 13:07:56.230,-0.99,0.11,-0.07,18.49,-24.72,-13.06
worker 1,2026-07-27 13:07:56.464,-0.98,0.14,-0.04,-15.75,-8.85,-9.95
worker 1,2026-07-27 13:07:56.464,-0.96,0.2,-0.01,-34.3,6.77,-7.14
worker 1,2026-07-27 13:07:56.465,-0.94,0.25,0.01,-28.26,12.94,-5.43
worker 1,2026-07-27 13:07:56.466,-0.95,0.23,-0.0,-6.47,6.29,-5.86
worker 1,2026-07-27 13:07:56.467,-0.98,0.17,-0.05,11.96,-4.52,-7.75
worker 1,2026-07-27 13:07:56.468,-1.0,0.14,-0.08,16.78,-9.64,-9.95
worker 1,2026-07-27 13:07:56.468,-0.99,0.13,-0.09,11.35,-7.87,-11.35
worker 1,2026-07-27 13:07:56.584,-0.99,0.13,-0.09,11.35,-7.87,-11.35
worker 1,2026-07-27 13:07:56.584,-0.98,0.15,-0.09,6.96,-4.7,-11.96
worker 1,2026-07-27 13:07:56.585,-0.97,0.15,-0.09,12.63,-5.31,-11.47
worker 1,2026-07-27 13:07:56.588,-0.97,0.15,-0.09,12.63,-5.31,-11.47
worker 1,2026-07-27 13:07:56.646,-0.97,0.14,-0.08,27.1,-8.42,-9.58
worker 1,2026-07-27 13:07:56.647,-0.97,0.14,-0.08,27.1,-8.42,-9.58
worker 1,2026-07-27 13:07:56.648,-0.97,0.13,-0.07,35.77,-9.4,-7.81
worker 1,2026-07-27 13:07:57.064,-0.96,0.14,-0.05,32.9,-5.19,-5.8
worker 1,2026-07-27 13:07:57.065,-0.96,0.14,-0.05,32.9,-5.19,-5.8
worker 1,2026-07-27 13:07:57.065,-0.96,0.14,-0.05,24.17,2.32,-1.95
worker 1,2026-07-27 13:07:57.066,-0.96,0.14,-0.05,24.17,2.32,-1.95
worker 1,2026-07-27 13:07:57.066,-0.97,0.12,-0.04,11.72,7.45,2.99
worker 1,2026-07-27 13:07:57.066,-0.98,0.11,-0.05,1.22,5.98,5.86
worker 1,2026-07-27 13:07:57.067,-0.98,0.1,-0.06,-0.67,-0.18,5.19
worker 1,2026-07-27 13:07:57.125,-0.98,0.1,-0.06,3.05,-5.98,2.14
worker 1,2026-07-27 13:07:57.126,-0.97,0.11,-0.04,4.76,-7.87,-0.98
worker 1,2026-07-27 13:07:57.126,-0.96,0.12,-0.03,1.04,-5.19,-2.01
worker 1,2026-07-27 13:07:57.423,-0.96,0.12,-0.03,1.04,-5.19,-2.01
worker 1,2026-07-27 13:07:57.424,-0.94,0.13,-0.03,-4.33,-0.06,-1.04
worker 1,2026-07-27 13:07:57.424,-0.92,0.12,-0.04,-7.08,2.75,0.24
worker 1,2026-07-27 13:07:57.425,-0.92,0.12,-0.04,-7.08,2.75,0.24
worker 1,2026-07-27 13:07:57.425,-0.96,0.11,-0.08,-3.36,-1.83,-0.49
worker 1,2026-07-27 13:07:57.426,-1.0,0.1,-0.11,7.57,-12.21,-4.82
worker 1,2026-07-27 13:07:57.426,-1.0,0.1,-0.11,8.79,-17.03,-7.26
worker 1,2026-07-27 13:07:57.427,-1.01,0.11,-0.1,8.79,-17.03,-7.26
worker 1,2026-07-27 13:07:57.428,-0.99,0.14,-0.07,-7.45,-9.7,-3.11
worker 1,2026-07-27 13:07:57.429,-0.97,0.19,-0.05,-25.76,-0.06,2.56
worker 1,2026-07-27 13:07:57.430,-0.96,0.21,-0.05,-33.51,2.93,6.96
worker 1,2026-07-27 13:07:57.431,-0.96,0.21,-0.05,-33.51,2.93,6.96
worker 1,2026-07-27 13:07:57.431,-0.97,0.19,-0.05,-28.75,1.04,11.29
worker 1,2026-07-27 13:07:57.432,-0.97,0.19,-0.05,-28.75,1.04,11.29
worker 1,2026-07-27 13:07:57.432,-0.98,0.15,-0.06,-19.59,-3.97,13.43
worker 1,2026-07-27 13:07:57.433,-0.98,0.12,-0.06,-13.18,-11.66,10.8
worker 1,2026-07-27 13:07:57.665,-0.97,0.12,-0.06,-10.19,-18.25,5.74
worker 1,2026-07-27 13:07:57.853,-0.96,0.14,-0.05,-9.22,-20.39,2.62
worker 1,2026-07-27 13:07:57.854,-0.96,0.14,-0.05,-9.22,-20.39,2.62
worker 1,2026-07-27 13:07:57.855,-0.96,0.17,-0.05,-8.97,-20.08,2.08
worker 1,2026-07-27 13:07:57.856,-0.96,0.17,-0.05,-8.97,-20.08,2.08
worker 1,2026-07-27 13:07:57.856,-0.96,0.18,-0.06,-4.52,-20.57,2.93
worker 1,2026-07-27 13:07:57.857,-0.97,0.16,-0.06,4.33,-21.06,5.68
worker 1,2026-07-27 13:07:57.858,-0.98,0.12,-0.04,8.67,-19.1,10.5
worker 1,2026-07-27 13:07:57.858,-1.03,0.09,-0.02,6.04,-15.87,14.4
worker 1,2026-07-27 13:07:57.859,-1.03,0.09,-0.02,6.04,-15.87,14.4
worker 1,2026-07-27 13:07:57.859,-1.1,0.08,-0.0,-0.67,-13.79,14.34
worker 1,2026-07-27 13:07:57.860,-1.1,0.1,0.0,-8.3,-11.6,9.77
worker 1,2026-07-27 13:07:57.860,-1.1,0.1,0.0,-13.12,-10.8,-1.22
worker 1,2026-07-27 13:07:57.861,-1.02,0.18,-0.01,-13.12,-10.8,-1.22
worker 1,2026-07-27 13:07:57.862,-0.94,0.27,-0.02,-12.57,-11.9,-14.65
worker 1,2026-07-27 13:07:58.084,-0.94,0.27,-0.02,-12.57,-11.9,-14.65
worker 1,2026-07-27 13:07:58.085,-0.89,0.35,-0.04,-13.31,1.22,-14.34
worker 1,2026-07-27 13:07:58.085,-0.93,0.37,-0.03,-13.06,46.39,9.89
worker 1,2026-07-27 13:07:58.086,-0.93,0.37,-0.03,-13.06,46.39,9.89
worker 1,2026-07-27 13:07:58.086,-1.02,0.31,0.02,11.84,94.85,35.4
worker 1,2026-07-27 13:07:58.087,-1.02,0.31,0.02,50.29,102.66,37.17
worker 1,2026-07-27 13:07:58.087,-1.07,0.28,0.04,50.29,102.66,37.17
worker 1,2026-07-27 13:07:58.088,-1.02,0.27,-0.01,69.82,72.02,21.97
worker 1,2026-07-27 13:07:58.089,-0.92,0.24,-0.07,65.92,39.55,7.69
worker 1,2026-07-27 13:07:58.147,-0.92,0.24,-0.07,65.92,39.55,7.69
worker 1,2026-07-27 13:07:58.147,-0.88,0.2,-0.1,44.19,28.87,3.23
worker 1,2026-07-27 13:07:58.148,-0.88,0.2,-0.1,44.19,28.87,3.23
worker 1,2026-07-27 13:07:58.204,-0.87,0.19,-0.11,13.73,31.49,2.93
worker 1,2026-07-27 13:07:58.204,-0.85,0.26,-0.12,-15.01,34.91,0.67
worker 1,2026-07-27 13:07:58.270,-0.85,0.26,-0.12,-15.01,34.91,0.67
worker 1,2026-07-27 13:07:58.277,-0.83,0.29,-0.17,-32.59,32.96,-1.71
worker 1,2026-07-27 13:07:58.278,-0.83,0.29,-0.17,-32.59,32.96,-1.71
worker 1,2026-07-27 13:07:58.324,-0.84,0.25,-0.26,-34.85,28.93,-2.08
worker 1,2026-07-27 13:07:58.325,-0.84,0.25,-0.26,-34.85,28.93,-2.08
worker 1,2026-07-27 13:07:58.384,-0.87,0.23,-0.38,-30.58,26.67,-1.65
worker 1,2026-07-27 13:07:58.384,-0.9,0.24,-0.49,-26.79,24.72,-3.78
worker 1,2026-07-27 13:07:58.385,-0.9,0.24,-0.49,-26.79,24.72,-3.78
worker 1,2026-07-27 13:07:58.444,-0.89,0.24,-0.51,-31.68,26.06,-9.16
worker 1,2026-07-27 13:07:58.565,-0.76,0.21,-0.4,-52.73,26.79,-15.56
worker 1,2026-07-27 13:07:58.565,-0.75,0.23,-0.26,-83.92,13.31,-19.1
worker 1,2026-07-27 13:07:58.566,-1.11,0.44,-0.28,-86.18,-15.81,-25.02
worker 1,2026-07-27 13:07:58.623,-1.13,0.57,-0.22,-54.57,-26.37,-28.26
worker 1,2026-07-27 13:07:58.686,-1.13,0.57,-0.22,-54.57,-26.37,-28.26
worker 1,2026-07-27 13:07:58.687,-0.89,0.36,-0.0,-42.11,-11.47,-13.85
worker 1,2026-07-27 13:07:58.687,-0.93,0.16,0.07,-47.36,-6.9,9.64
worker 1,2026-07-27 13:07:58.687,-0.94,0.13,0.03,-49.38,-14.95,15.75
worker 1,2026-07-27 13:07:58.807,-0.94,0.13,0.03,-49.38,-14.95,15.75
worker 1,2026-07-27 13:07:58.808,-0.93,0.18,-0.03,-64.33,-24.78,-1.1
worker 1,2026-07-27 13:07:58.863,-0.93,0.18,-0.03,-64.33,-24.78,-1.1
worker 1,2026-07-27 13:07:58.864,-0.95,0.23,-0.07,-74.58,-28.93,-18.31
worker 1,2026-07-27 13:07:58.865,-0.98,0.26,-0.07,-59.27,-21.3,-24.6
worker 1,2026-07-27 13:07:58.866,-1.0,0.27,-0.05,-26.18,-16.17,-26.31
worker 1,2026-07-27 13:07:59.105,-0.96,0.25,-0.03,15.26,-25.15,-28.44
worker 1,2026-07-27 13:07:59.105,-0.94,0.21,-0.04,38.82,-40.04,-28.32
worker 1,2026-07-27 13:07:59.106,-0.95,0.15,-0.05,30.58,-43.52,-21.73
worker 1,2026-07-27 13:07:59.107,-0.96,0.13,-0.04,5.13,-29.42,-10.38
worker 1,2026-07-27 13:07:59.107,-0.96,0.15,-0.02,-24.48,-7.93,-0.43
worker 1,2026-07-27 13:07:59.108,-0.96,0.15,-0.02,-24.48,-7.93,-0.43
worker 1,2026-07-27 13:07:59.108,-0.97,0.15,-0.03,-49.68,11.54,5.43
worker 1,2026-07-27 13:07:59.109,-0.97,0.15,-0.03,-49.68,11.54,5.43
worker 1,2026-07-27 13:07:59.584,-1.01,0.13,-0.05,-63.17,25.7,5.98
worker 1,2026-07-27 13:07:59.585,-1.03,0.11,-0.06,-60.06,26.31,-0.85
worker 1,2026-07-27 13:07:59.585,-0.99,0.14,-0.05,-41.38,12.15,-13.06
worker 1,2026-07-27 13:07:59.585,-0.9,0.21,-0.02,-8.79,-10.56,-25.57
worker 1,2026-07-27 13:07:59.587,-0.9,0.21,-0.02,-8.79,-10.56,-25.57
worker 1,2026-07-27 13:07:59.587,-0.84,0.25,-0.01,29.17,-36.8,-31.19
worker 1,2026-07-27 13:07:59.588,-0.84,0.25,-0.01,29.17,-36.8,-31.19
worker 1,2026-07-27 13:07:59.588,-0.87,0.19,-0.06,32.29,-53.34,-22.95
worker 1,2026-07-27 13:07:59.589,-0.87,0.19,-0.06,32.29,-53.34,-22.95
worker 1,2026-07-27 13:07:59.589,-0.95,0.1,-0.1,10.19,-52.43,-5.92
worker 1,2026-07-27 13:07:59.590,-0.95,0.1,-0.1,10.19,-52.43,-5.92
worker 1,2026-07-27 13:07:59.591,-1.05,0.05,-0.06,9.46,-27.77,15.32
worker 1,2026-07-27 13:07:59.592,-1.05,0.05,-0.06,-7.14,-32.84,14.16
worker 1,2026-07-27 13:07:59.592,-1.07,0.04,-0.06,-7.14,-32.84,14.16
worker 1,2026-07-27 13:07:59.593,-1.13,0.01,-0.06,-27.28,-51.09,6.96
worker 1,2026-07-27 13:07:59.594,-1.22,-0.01,-0.02,-40.22,-50.42,3.78
worker 1,2026-07-27 13:07:59.645,-1.15,0.14,0.07,-44.56,-8.24,8.06
worker 1,2026-07-27 13:07:59.646,-1.15,0.14,0.07,-44.56,-8.24,8.06
worker 1,2026-07-27 13:07:59.767,-0.9,0.44,0.14,-30.58,53.1,10.8
worker 1,2026-07-27 13:07:59.775,-0.9,0.44,0.14,-0.73,102.6,20.94
worker 1,2026-07-27 13:07:59.776,-0.87,0.5,0.13,-0.73,102.6,20.94
worker 1,2026-07-27 13:07:59.776,-1.04,0.34,0.07,50.96,122.44,39.18
worker 1,2026-07-27 13:07:59.826,-1.1,0.23,0.02,100.16,106.81,41.69
worker 1,2026-07-27 13:07:59.827,-0.99,0.19,0.01,99.49,79.1,31.07
worker 1,2026-07-27 13:07:59.884,-0.99,0.19,0.01,52.8,59.27,23.74
worker 1,2026-07-27 13:07:59.884,-0.89,0.16,0.01,52.8,59.27,23.74
worker 1,2026-07-27 13:07:59.885,-0.88,0.15,-0.01,2.99,41.81,14.53
worker 1,2026-07-27 13:08:00.072,-0.88,0.15,-0.01,2.99,41.81,14.53
worker 1,2026-07-27 13:08:00.073,-0.89,0.21,-0.05,-4.27,27.47,-4.09
worker 1,2026-07-27 13:08:00.073,-0.88,0.26,-0.08,15.69,20.26,-24.11
worker 1,2026-07-27 13:08:00.074,-0.88,0.2,-0.16,27.28,14.04,-32.78
worker 1,2026-07-27 13:08:00.074,-0.91,0.14,-0.26,11.23,12.08,-30.33
worker 1,2026-07-27 13:08:00.126,-0.92,0.18,-0.34,-31.62,25.09,-22.4
worker 1,2026-07-27 13:08:00.189,-0.92,0.26,-0.38,-73.43,46.39,-13.06
worker 1,2026-07-27 13:08:00.192,-0.92,0.26,-0.38,-73.43,46.39,-13.06
worker 1,2026-07-27 13:08:00.193,-0.86,0.26,-0.39,-91.13,58.65,-11.6
worker 1,2026-07-27 13:08:00.304,-0.86,0.26,-0.39,-83.74,47.24,-19.47
worker 1,2026-07-27 13:08:00.305,-0.73,0.14,-0.34,-83.74,47.24,-19.47
worker 1,2026-07-27 13:08:00.305,-0.66,0.06,-0.21,-76.54,9.95,-26.18
worker 1,2026-07-27 13:08:00.313,-0.87,0.13,-0.17,-77.76,-36.5,-25.33
worker 1,2026-07-27 13:08:00.364,-0.87,0.13,-0.17,-77.76,-36.5,-25.33
worker 1,2026-07-27 13:08:00.364,-1.4,0.35,-0.4,-47.67,-75.2,-24.29
worker 1,2026-07-27 13:08:00.365,-1.33,0.59,-0.5,4.21,-76.72,-27.71
worker 1,2026-07-27 13:08:00.723,-1.33,0.59,-0.5,4.21,-76.72,-27.71
worker 1,2026-07-27 13:08:00.724,-0.72,0.59,-0.11,23.74,-36.38,-20.02
worker 1,2026-07-27 13:08:00.725,-0.65,0.3,0.24,-8.18,8.61,14.95
worker 1,2026-07-27 13:08:00.726,-1.02,0.01,0.11,-62.19,8.61,52.61
worker 1,2026-07-27 13:08:00.726,-1.02,0.01,0.11,-75.99,-42.79,42.97
worker 1,2026-07-27 13:08:00.727,-1.16,-0.04,-0.07,-75.99,-42.79,42.97
worker 1,2026-07-27 13:08:00.727,-1.03,0.18,-0.03,-62.38,-57.07,-7.51
worker 1,2026-07-27 13:08:00.728,-1.03,0.18,-0.03,-62.38,-57.07,-7.51
worker 1,2026-07-27 13:08:00.729,-0.93,0.42,0.02,-59.88,-27.04,-45.59
worker 1,2026-07-27 13:08:00.730,-0.93,0.42,0.02,-59.88,-27.04,-45.59
worker 1,2026-07-27 13:08:00.730,-0.88,0.44,0.05,-36.13,-20.02,-47.73
worker 1,2026-07-27 13:08:00.731,-0.88,0.44,0.05,-36.13,-20.02,-47.73
worker 1,2026-07-27 13:08:00.731,-0.85,0.32,0.07,2.5,-18.13,-21.48
worker 1,2026-07-27 13:08:00.732,-0.87,0.2,0.06,1.04,7.57,14.04
worker 1,2026-07-27 13:08:00.904,-0.87,0.2,0.06,1.04,7.57,14.04
worker 1,2026-07-27 13:08:00.905,-0.94,0.16,0.01,-29.36,27.77,32.29
worker 1,2026-07-27 13:08:00.905,-0.98,0.16,-0.03,-40.34,11.6,22.34
worker 1,2026-07-27 13:08:00.906,-0.98,0.16,-0.03,-40.34,11.6,22.34
worker 1,2026-07-27 13:08:00.906,-0.95,0.19,-0.06,-21.73,-23.86,-0.12
worker 1,2026-07-27 13:08:00.907,-0.95,0.18,-0.08,17.52,-52.37,-16.24
worker 1,2026-07-27 13:08:00.964,-1.0,0.12,-0.09,56.15,-64.21,-16.54
worker 1,2026-07-27 13:08:01.024,-1.06,0.08,-0.11,58.04,-58.53,-5.92
worker 1,2026-07-27 13:08:01.025,-1.05,0.08,-0.13,34.12,-51.15,-1.4
worker 1,2026-07-27 13:08:01.149,-1.05,0.08,-0.13,34.12,-51.15,-1.4
worker 1,2026-07-27 13:08:01.150,-0.99,0.12,-0.13,21.24,-63.96,-10.25
worker 1,2026-07-27 13:08:01.151,-1.04,0.15,-0.12,14.89,-80.99,-22.16
worker 1,2026-07-27 13:08:01.151,-1.16,0.19,-0.09,-1.04,-47.85,-18.19
worker 1,2026-07-27 13:08:01.213,-1.13,0.29,-0.03,-28.32,44.01,-0.61
worker 1,2026-07-27 13:08:01.214,-1.13,0.29,-0.03,-28.32,44.01,-0.61
worker 1,2026-07-27 13:08:01.333,-1.03,0.46,0.1,-38.27,138.24,9.28
worker 1,2026-07-27 13:08:01.334,-1.03,0.46,0.1,-38.27,138.24,9.28
