Worker,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
worker 1,2026-07-27 13:09:57.328,0.45,-0.31,0.63,-135.25,17.27,0.49
worker 1,2026-07-27 13:09:57.329,0.39,-0.43,0.7,-199.46,70.01,28.63
worker 1,2026-07-27 13:09:57.375,0.32,-0.62,0.71,-220.46,70.01,69.58
worker 1,2026-07-27 13:09:57.376,0.32,-0.62,0.71,-220.46,70.01,69.58
worker 1,2026-07-27 13:09:57.441,0.32,-0.62,0.71,-220.46,70.01,69.58
worker 1,2026-07-27 13:09:57.442,0.31,-0.78,0.64,-37.48,-30.33,71.9
worker 1,2026-07-27 13:09:57.531,0.34,-0.76,0.55,28.69,-37.48,37.05
worker 1,2026-07-27 13:09:57.532,0.36,-0.71,0.55,23.99,-0.92,10.56
worker 1,2026-07-27 13:09:57.560,0.36,-0.71,0.55,23.99,-0.92,10.56
worker 1,2026-07-27 13:09:57.561,0.36,-0.66,0.63,-11.41,47.67,-0.24
worker 1,2026-07-27 13:09:57.619,0.33,-0.64,0.68,-32.53,74.28,-0.67
worker 1,2026-07-27 13:09:57.620,0.33,-0.64,0.68,-25.15,64.21,4.7
worker 1,2026-07-27 13:09:57.664,0.28,-0.66,0.69,-25.15,64.21,4.7
worker 1,2026-07-27 13:09:57.665,0.22,-0.71,0.68,-3.05,29.79,12.82
worker 1,2026-07-27 13:09:57.724,0.19,-0.76,0.64,15.81,-4.15,19.53
worker 1,2026-07-27 13:09:57.725,0.21,-0.78,0.6,25.45,-16.17,19.1
worker 1,2026-07-27 13:09:57.788,0.21,-0.78,0.6,25.45,-16.17,19.1
worker 1,2026-07-27 13:09:57.788,0.24,-0.74,0.58,22.28,2.2,12.39
worker 1,2026-07-27 13:09:57.859,0.22,-0.69,0.64,13.55,41.02,16.48
worker 1,2026-07-27 13:09:57.860,0.22,-0.69,0.64,13.55,41.02,16.48
worker 1,2026-07-27 13:09:57.860,0.15,-0.68,0.74,14.34,65.19,34.24
worker 1,2026-07-27 13:09:57.905,0.15,-0.68,0.74,14.34,65.19,34.24
worker 1,2026-07-27 13:09:57.906,0.11,-0.66,0.8,41.75,44.37,35.58
worker 1,2026-07-27 13:09:57.977,0.11,-0.63,0.81,86.12,-4.15,21.36
worker 1,2026-07-27 13:09:57.977,0.09,-0.61,0.8,101.56,-44.19,18.62
worker 1,2026-07-27 13:09:58.045,0.09,-0.61,0.8,101.56,-44.19,18.62
worker 1,2026-07-27 13:09:58.046,0.09,-0.59,0.76,76.78,-57.37,20.57
worker 1,2026-07-27 13:09:58.084,0.12,-0.55,0.76,36.68,-28.87,4.82
worker 1,2026-07-27 13:09:58.085,0.07,-0.51,0.81,4.7,6.35,-12.76
worker 1,2026-07-27 13:09:58.145,0.07,-0.51,0.81,4.7,6.35,-12.76
worker 1,2026-07-27 13:09:58.237,-0.0,-0.54,0.81,-6.04,10.01,8.73
worker 1,2026-07-27 13:09:58.289,0.07,-0.55,0.83,0.79,14.77,18.31
worker 1,2026-07-27 13:09:58.293,0.1,-0.53,0.86,5.31,16.72,15.81
worker 1,2026-07-27 13:09:58.294,0.1,-0.53,0.86,5.31,16.72,15.81
worker 1,2026-07-27 13:09:58.326,0.06,-0.51,0.85,2.93,10.56,5.98
worker 1,2026-07-27 13:09:58.327,0.06,-0.51,0.85,2.93,10.56,5.98
worker 1,2026-07-27 13:09:58.327,0.01,-0.5,0.84,-6.77,8.0,-5.92
worker 1,2026-07-27 13:09:58.399,0.01,-0.5,0.84,-6.77,8.0,-5.92
worker 1,2026-07-27 13:09:58.399,0.01,-0.53,0.84,-14.1,16.36,-12.63
worker 1,2026-07-27 13:09:58.458,0.01,-0.53,0.84,-14.65,25.39,-12.08
worker 1,2026-07-27 13:09:58.459,0.04,-0.57,0.84,-14.65,25.39,-12.08
worker 1,2026-07-27 13:09:58.459,0.05,-0.61,0.82,-14.04,23.74,-6.71
worker 1,2026-07-27 13:09:58.504,0.05,-0.61,0.82,-14.04,23.74,-6.71
worker 1,2026-07-27 13:09:58.504,0.03,-0.62,0.79,-13.73,10.07,-0.18
worker 1,2026-07-27 13:09:58.505,0.03,-0.62,0.79,-13.73,10.07,-0.18
worker 1,2026-07-27 13:09:58.575,-0.01,-0.6,0.76,-10.01,-3.23,4.03
worker 1,2026-07-27 13:09:58.633,-0.06,-0.56,0.75,-1.04,-5.49,9.16
worker 1,2026-07-27 13:09:58.633,-0.05,-0.54,0.78,9.09,-3.05,17.76
worker 1,2026-07-27 13:09:58.690,0.01,-0.54,0.82,15.93,-8.24,19.9
worker 1,2026-07-27 13:09:58.691,0.01,-0.54,0.82,15.93,-8.24,19.9
worker 1,2026-07-27 13:09:58.691,0.07,-0.53,0.86,20.57,-19.1,7.87
worker 1,2026-07-27 13:09:58.745,0.07,-0.53,0.86,20.57,-19.1,7.87
worker 1,2026-07-27 13:09:58.745,0.07,-0.53,0.89,20.87,-19.71,-10.19
worker 1,2026-07-27 13:09:58.810,0.04,-0.53,0.91,12.76,-6.35,-21.91
worker 1,2026-07-27 13:09:58.810,-0.0,-0.53,0.89,2.08,5.98,-27.16
worker 1,2026-07-27 13:09:58.867,-0.0,-0.53,0.89,2.08,5.98,-27.16
worker 1,2026-07-27 13:09:58.867,-0.02,-0.53,0.84,-5.19,8.91,-31.98
worker 1,2026-07-27 13:09:58.868,-0.02,-0.53,0.84,-5.19,8.91,-31.98
worker 1,2026-07-27 13:09:58.923,-0.02,-0.54,0.8,-8.73,7.93,-35.03
worker 1,2026-07-27 13:09:58.924,-0.02,-0.54,0.8,-8.73,7.93,-35.03
worker 1,2026-07-27 13:09:58.984,-0.01,-0.55,0.77,-12.33,12.51,-35.28
worker 1,2026-07-27 13:09:58.985,0.02,-0.58,0.77,-16.66,23.86,-34.06
worker 1,2026-07-27 13:09:59.044,0.05,-0.6,0.77,-18.49,34.97,-33.08
worker 1,2026-07-27 13:09:59.104,0.04,-0.61,0.8,-22.77,41.63,-33.81
worker 1,2026-07-27 13:09:59.104,0.04,-0.61,0.8,-30.09,46.02,-36.19
worker 1,2026-07-27 13:09:59.104,0.04,-0.59,0.82,-30.09,46.02,-36.19
worker 1,2026-07-27 13:09:59.224,0.03,-0.57,0.83,-34.55,49.68,-38.94
worker 1,2026-07-27 13:09:59.224,0.02,-0.57,0.84,-29.91,46.33,-36.32
worker 1,2026-07-27 13:09:59.225,0.02,-0.57,0.84,-29.91,46.33,-36.32
worker 1,2026-07-27 13:09:59.225,0.02,-0.62,0.83,-17.52,32.59,-29.17
worker 1,2026-07-27 13:09:59.287,0.02,-0.62,0.83,-12.57,8.42,-23.38
worker 1,2026-07-27 13:09:59.287,0.01,-0.65,0.81,-12.57,8.42,-23.38
worker 1,2026-07-27 13:09:59.287,0.03,-0.63,0.79,-20.75,-19.1,-21.85
worker 1,2026-07-27 13:09:59.343,0.03,-0.63,0.79,-20.75,-19.1,-21.85
worker 1,2026-07-27 13:09:59.344,0.1,-0.64,0.75,-36.25,-35.16,-33.63
worker 1,2026-07-27 13:09:59.403,0.19,-0.66,0.73,-47.18,-46.33,-72.94
worker 1,2026-07-27 13:09:59.404,0.19,-0.66,0.73,-44.25,-76.54,-127.93
worker 1,2026-07-27 13:09:59.463,0.31,-0.63,0.74,-44.25,-76.54,-127.93
worker 1,2026-07-27 13:09:59.464,0.46,-0.55,0.69,-31.49,-104.49,-157.04
worker 1,2026-07-27 13:09:59.524,0.51,-0.56,0.55,-49.8,-63.66,-98.08
worker 1,2026-07-27 13:09:59.583,0.41,-0.65,0.44,-88.07,27.1,18.86
worker 1,2026-07-27 13:09:59.583,0.29,-0.74,0.45,-86.24,78.74,74.95
worker 1,2026-07-27 13:09:59.643,0.25,-0.77,0.49,-50.42,60.06,54.14
worker 1,2026-07-27 13:09:59.644,0.27,-0.78,0.5,-11.9,19.71,15.81
worker 1,2026-07-27 13:09:59.704,0.27,-0.78,0.5,-11.9,19.71,15.81
worker 1,2026-07-27 13:09:59.704,0.24,-0.79,0.51,16.48,14.28,-5.37
worker 1,2026-07-27 13:09:59.764,0.24,-0.79,0.51,16.48,14.28,-5.37
worker 1,2026-07-27 13:09:59.764,0.19,-0.78,0.53,42.6,37.96,-2.38
worker 1,2026-07-27 13:09:59.765,0.16,-0.75,0.6,64.7,62.87,10.8
worker 1,2026-07-27 13:09:59.827,0.16,-0.75,0.6,64.7,62.87,10.8
worker 1,2026-07-27 13:09:59.828,0.12,-0.72,0.69,55.6,79.28,12.21
worker 1,2026-07-27 13:09:59.904,0.1,-0.72,0.7,26.98,66.04,-0.98
worker 1,2026-07-27 13:09:59.970,0.13,-0.73,0.63,21.18,17.33,-8.42
worker 1,2026-07-27 13:09:59.970,0.14,-0.71,0.62,31.37,-24.29,-6.96
worker 1,2026-07-27 13:10:00.008,0.12,-0.66,0.67,29.85,-28.44,-9.4
worker 1,2026-07-27 13:10:00.064,0.13,-0.63,0.71,13.92,-7.51,-15.08
worker 1,2026-07-27 13:10:00.065,0.13,-0.63,0.71,13.92,-7.51,-15.08
worker 1,2026-07-27 13:10:00.065,0.14,-0.65,0.72,-0.12,13.18,-20.14
worker 1,2026-07-27 13:10:00.124,0.14,-0.65,0.72,-0.12,13.18,-20.14
worker 1,2026-07-27 13:10:00.124,0.14,-0.67,0.71,-3.17,23.07,-24.11
worker 1,2026-07-27 13:10:00.125,0.14,-0.69,0.71,-1.46,26.49,-25.15
worker 1,2026-07-27 13:10:00.186,0.14,-0.69,0.71,-1.46,26.49,-25.15
worker 1,2026-07-27 13:10:00.186,0.15,-0.7,0.71,-1.22,32.47,-23.8
worker 1,2026-07-27 13:10:00.187,0.15,-0.7,0.71,-1.22,32.47,-23.8
worker 1,2026-07-27 13:10:00.247,0.16,-0.68,0.71,-11.05,45.96,-22.4
worker 1,2026-07-27 13:10:00.308,0.15,-0.69,0.71,-37.72,61.65,-20.02
worker 1,2026-07-27 13:10:00.313,0.14,-0.69,0.71,-59.14,65.49,-22.58
worker 1,2026-07-27 13:10:00.316,0.14,-0.69,0.71,-59.14,65.49,-22.58
worker 1,2026-07-27 13:10:00.365,0.13,-0.69,0.69,-57.43,55.24,-34.61
worker 1,2026-07-27 13:10:00.423,0.13,-0.68,0.65,-37.96,43.27,-47.3
worker 1,2026-07-27 13:10:00.424,0.13,-0.68,0.65,-37.96,43.27,-47.3
worker 1,2026-07-27 13:10:00.424,0.16,-0.67,0.65,-8.36,36.5,-48.34
worker 1,2026-07-27 13:10:00.488,0.21,-0.68,0.67,14.4,36.32,-35.83
worker 1,2026-07-27 13:10:00.489,0.22,-0.71,0.69,21.91,39.12,-27.1
worker 1,2026-07-27 13:10:00.544,0.22,-0.71,0.69,21.91,39.12,-27.1
worker 1,2026-07-27 13:10:00.544,0.18,-0.74,0.69,26.86,36.56,-34.42
worker 1,2026-07-27 13:10:00.604,0.18,-0.74,0.69,26.86,36.56,-34.42
worker 1,2026-07-27 13:10:00.604,0.12,-0.72,0.68,40.83,26.61,-43.52
worker 1,2026-07-27 13:10:00.605,0.12,-0.72,0.68,50.11,17.7,-32.47
worker 1,2026-07-27 13:10:00.734,0.12,-0.65,0.67,50.11,17.7,-32.47
worker 1,2026-07-27 13:10:00.735,0.17,-0.62,0.71,38.02,20.87,-5.07
worker 1,2026-07-27 13:10:00.735,0.2,-0.59,0.81,14.95,32.78,21.55
worker 1,2026-07-27 13:10:00.736,0.2,-0.59,0.81,14.95,32.78,21.55
worker 1,2026-07-27 13:10:00.785,0.19,-0.6,0.85,2.38,39.49,48.34
worker 1,2026-07-27 13:10:00.786,0.12,-0.59,0.81,-2.62,52.19,46.81
worker 1,2026-07-27 13:10:00.843,-0.01,-0.54,0.79,-13.43,79.71,19.84
worker 1,2026-07-27 13:10:00.844,-0.01,-0.54,0.79,-13.43,79.71,19.84
worker 1,2026-07-27 13:10:00.907,-0.1,-0.54,0.8,-23.07,92.9,4.21
worker 1,2026-07-27 13:10:00.908,-0.1,-0.54,0.8,-23.07,92.9,4.21
worker 1,2026-07-27 13:10:00.908,-0.15,-0.56,0.81,-24.54,76.35,-7.57
worker 1,2026-07-27 13:10:00.976,-0.15,-0.56,0.81,-24.54,76.35,-7.57
worker 1,2026-07-27 13:10:00.976,-0.17,-0.59,0.82,-25.7,45.84,-17.82
worker 1,2026-07-27 13:10:01.024,-0.13,-0.66,0.82,-27.53,18.49,-29.11
worker 1,2026-07-27 13:10:01.026,-0.13,-0.66,0.82,-27.53,18.49,-29.11
worker 1,2026-07-27 13:10:01.026,-0.04,-0.75,0.71,-32.23,-0.06,-53.96
worker 1,2026-07-27 13:10:01.085,-0.04,-0.75,0.71,-32.23,-0.06,-53.96
worker 1,2026-07-27 13:10:01.086,0.05,-0.87,0.53,-47.73,-9.34,-80.93
worker 1,2026-07-27 13:10:01.086,0.05,-0.87,0.53,-74.58,-4.46,-95.09
worker 1,2026-07-27 13:10:01.152,0.1,-1.07,0.35,-74.58,-4.46,-95.09
worker 1,2026-07-27 13:10:01.152,0.02,-1.26,0.21,-149.66,-2.69,-100.65
worker 1,2026-07-27 13:10:01.206,-0.02,-1.21,0.25,-257.51,-15.93,-99.24
worker 1,2026-07-27 13:10:01.207,-0.02,-1.21,0.25,-257.51,-15.93,-99.24
worker 1,2026-07-27 13:10:01.265,0.17,-1.02,0.36,-268.31,-8.0,-96.62
worker 1,2026-07-27 13:10:01.265,0.17,-1.02,0.36,-138.61,43.95,-99.73
worker 1,2026-07-27 13:10:01.265,0.36,-0.92,0.37,-138.61,43.95,-99.73
worker 1,2026-07-27 13:10:01.385,0.39,-0.94,0.56,69.34,72.51,-103.82
worker 1,2026-07-27 13:10:01.444,0.37,-0.99,0.86,190.06,30.64,-93.26
worker 1,2026-07-27 13:10:01.445,0.41,-0.97,0.74,143.68,-64.58,-92.96
worker 1,2026-07-27 13:10:01.445,0.46,-0.76,0.33,86.79,-173.28,-116.15
worker 1,2026-07-27 13:10:01.567,0.47,-0.52,0.05,76.6,-201.05,-105.59
worker 1,2026-07-27 13:10:01.567,0.57,-0.38,-0.0,63.35,-121.64,-38.27
worker 1,2026-07-27 13:10:01.568,0.57,-0.38,-0.0,63.35,-121.64,-38.27
worker 1,2026-07-27 13:10:01.568,0.75,-0.38,0.12,52.67,-12.02,53.28
worker 1,2026-07-27 13:10:01.568,0.86,-0.56,0.19,74.22,57.25,108.83
worker 1,2026-07-27 13:10:01.625,0.86,-0.56,0.19,74.22,57.25,108.83
worker 1,2026-07-27 13:10:01.625,0.83,-0.79,0.1,119.08,64.7,105.83
worker 1,2026-07-27 13:10:01.683,0.83,-0.79,0.1,119.08,64.7,105.83
worker 1,2026-07-27 13:10:01.683,0.75,-0.79,-0.05,140.81,35.89,95.95
worker 1,2026-07-27 13:10:01.684,0.75,-0.79,-0.05,140.81,35.89,95.95
worker 1,2026-07-27 13:10:01.805,0.75,-0.56,0.02,97.9,16.91,96.07
worker 1,2026-07-27 13:10:01.805,0.69,-0.34,0.41,6.29,36.74,78.49
worker 1,2026-07-27 13:10:01.809,0.69,-0.34,0.41,6.29,36.74,78.49
worker 1,2026-07-27 13:10:01.809,0.58,-0.3,0.85,-57.98,72.75,41.26
worker 1,2026-07-27 13:10:01.865,0.38,-0.44,1.1,-49.8,99.91,3.42
worker 1,2026-07-27 13:10:01.866,0.38,-0.44,1.1,-49.8,99.91,3.42
worker 1,2026-07-27 13:10:01.866,0.11,-0.62,1.13,12.39,138.92,14.34
worker 1,2026-07-27 13:10:01.924,-0.09,-0.73,1.01,88.38,146.73,81.54
worker 1,2026-07-27 13:10:01.986,-0.25,-0.72,0.85,131.84,76.97,120.3
worker 1,2026-07-27 13:10:01.987,-0.37,-0.59,0.71,123.66,-20.69,72.51
worker 1,2026-07-27 13:10:02.043,-0.37,-0.59,0.71,123.66,-20.69,72.51
worker 1,2026-07-27 13:10:02.044,-0.32,-0.45,0.66,92.22,-93.14,-26.25
worker 1,2026-07-27 13:10:02.108,-0.14,-0.37,0.69,83.37,-112.49,-99.55
worker 1,2026-07-27 13:10:02.109,-0.14,-0.37,0.69,83.37,-112.49,-99.55
worker 1,2026-07-27 13:10:02.109,-0.04,-0.33,0.71,112.73,-90.33,-86.85
worker 1,2026-07-27 13:10:02.164,-0.04,-0.33,0.71,112.73,-90.33,-86.85
worker 1,2026-07-27 13:10:02.164,0.07,-0.36,0.68,116.27,-68.73,-12.21
worker 1,2026-07-27 13:10:02.226,0.2,-0.4,0.69,76.23,-74.95,19.1
worker 1,2026-07-27 13:10:02.226,0.24,-0.42,0.79,48.52,-71.96,-2.81
worker 1,2026-07-27 13:10:02.283,0.24,-0.42,0.79,48.52,-71.96,-2.81
worker 1,2026-07-27 13:10:02.284,0.31,-0.41,0.92,50.96,-40.77,13.92
worker 1,2026-07-27 13:10:02.345,0.41,-0.31,0.99,58.72,-9.89,59.45
worker 1,2026-07-27 13:10:02.346,0.41,-0.31,0.99,58.72,-9.89,59.45
worker 1,2026-07-27 13:10:02.346,0.38,-0.25,1.04,21.73,14.83,51.51
worker 1,2026-07-27 13:10:02.403,0.31,-0.29,1.08,-47.55,26.18,-8.36
worker 1,2026-07-27 13:10:02.404,0.31,-0.29,1.08,-47.55,26.18,-8.36
worker 1,2026-07-27 13:10:02.464,0.29,-0.22,1.09,-73.18,48.34,-52.43
worker 1,2026-07-27 13:10:02.464,0.28,-0.09,1.02,-21.48,98.69,-28.08
worker 1,2026-07-27 13:10:02.523,0.28,-0.09,1.02,-21.48,98.69,-28.08
worker 1,2026-07-27 13:10:02.527,0.28,-0.11,0.91,51.45,123.9,56.03
worker 1,2026-07-27 13:10:02.585,0.29,-0.22,0.9,88.38,100.16,130.31
worker 1,2026-07-27 13:10:02.586,0.3,-0.26,0.97,98.45,67.81,136.72
worker 1,2026-07-27 13:10:02.644,0.3,-0.26,0.97,98.45,67.81,136.72
worker 1,2026-07-27 13:10:02.645,0.28,-0.19,1.03,90.03,44.62,90.03
worker 1,2026-07-27 13:10:02.704,0.18,-0.07,0.97,65.73,20.87,41.2
worker 1,2026-07-27 13:10:02.704,0.04,0.04,0.84,37.48,-0.73,22.58
worker 1,2026-07-27 13:10:02.773,0.04,0.04,0.84,37.48,-0.73,22.58
worker 1,2026-07-27 13:10:02.774,-0.03,0.12,0.73,22.09,-6.47,27.28
worker 1,2026-07-27 13:10:02.825,-0.05,0.17,0.74,25.33,7.02,33.69
worker 1,2026-07-27 13:10:02.826,-0.02,0.17,0.86,34.3,29.6,43.46
worker 1,2026-07-27 13:10:02.888,-0.02,0.17,0.86,34.85,48.89,65.06
worker 1,2026-07-27 13:10:02.889,0.03,0.08,1.04,34.85,48.89,65.06
worker 1,2026-07-27 13:10:02.944,0.06,-0.05,1.16,20.57,53.04,96.19
worker 1,2026-07-27 13:10:02.945,0.03,-0.15,1.18,1.22,35.34,117.74
worker 1,2026-07-27 13:10:03.065,0.03,-0.15,1.18,-9.58,7.26,104.0
worker 1,2026-07-27 13:10:03.065,-0.07,-0.12,1.18,-9.58,7.26,104.0
worker 1,2026-07-27 13:10:03.066,-0.13,0.03,1.19,-9.95,-14.53,59.45
worker 1,2026-07-27 13:10:03.066,-0.17,0.17,1.17,-6.16,-24.54,12.21
worker 1,2026-07-27 13:10:03.124,-0.17,0.17,1.17,-6.16,-24.54,12.21
worker 1,2026-07-27 13:10:03.124,-0.2,0.28,1.1,-0.37,-24.35,-21.0
worker 1,2026-07-27 13:10:03.125,-0.2,0.28,1.1,-0.37,-24.35,-21.0
worker 1,2026-07-27 13:10:03.184,-0.19,0.3,1.0,5.0,-19.41,-32.1
worker 1,2026-07-27 13:10:03.184,-0.19,0.3,1.0,3.72,-14.59,-20.81
worker 1,2026-07-27 13:10:03.245,-0.14,0.25,0.94,3.72,-14.59,-20.81
worker 1,2026-07-27 13:10:03.245,-0.1,0.17,0.91,-3.23,-13.73,-2.44
worker 1,2026-07-27 13:10:03.303,-0.08,0.1,0.88,-12.94,-17.21,5.25
worker 1,2026-07-27 13:10:03.304,-0.08,0.1,0.88,-12.94,-17.21,5.25
worker 1,2026-07-27 13:10:03.304,-0.08,0.07,0.88,-23.99,-19.23,-5.8
worker 1,2026-07-27 13:10:03.367,-0.08,0.07,0.88,-23.99,-19.23,-5.8
worker 1,2026-07-27 13:10:03.367,-0.07,0.1,0.92,-30.82,-15.26,-28.75
worker 1,2026-07-27 13:10:03.424,-0.07,0.15,0.98,-31.86,-7.14,-49.8
worker 1,2026-07-27 13:10:03.424,-0.08,0.18,1.02,-30.09,0.0,-60.0
worker 1,2026-07-27 13:10:03.487,-0.08,0.18,1.02,-30.09,0.0,-60.0
worker 1,2026-07-27 13:10:03.487,-0.09,0.18,1.02,-27.34,5.43,-56.76
worker 1,2026-07-27 13:10:03.543,-0.06,0.16,1.02,-21.73,12.63,-41.93
worker 1,2026-07-27 13:10:03.544,-0.06,0.16,1.02,-14.65,20.14,-20.26
worker 1,2026-07-27 13:10:03.608,0.0,0.11,1.02,-14.65,20.14,-20.26
worker 1,2026-07-27 13:10:03.608,0.04,0.03,1.03,-11.9,19.78,3.54
worker 1,2026-07-27 13:10:03.664,0.04,-0.04,1.03,-13.49,9.09,20.51
worker 1,2026-07-27 13:10:03.664,-0.01,-0.07,1.01,-15.75,-2.01,20.63
worker 1,2026-07-27 13:10:03.723,-0.01,-0.07,1.01,-15.75,-2.01,20.63
worker 1,2026-07-27 13:10:03.725,-0.08,-0.04,0.99,-16.3,-4.82,7.14
worker 1,2026-07-27 13:10:03.785,-0.08,-0.04,0.99,-15.87,-0.73,-3.11
worker 1,2026-07-27 13:10:03.785,-0.11,0.01,0.98,-15.87,-0.73,-3.11
worker 1,2026-07-27 13:10:03.786,-0.11,0.01,0.98,-16.66,3.97,1.16
worker 1,2026-07-27 13:10:03.847,-0.11,0.01,0.98,-16.66,3.97,1.16
worker 1,2026-07-27 13:10:03.847,-0.07,-0.04,1.0,-16.42,4.76,13.06
worker 1,2026-07-27 13:10:03.848,-0.07,-0.04,1.0,-16.42,4.76,13.06
worker 1,2026-07-27 13:10:03.906,-0.05,-0.1,1.02,-12.02,1.65,19.29
worker 1,2026-07-27 13:10:03.907,-0.05,-0.1,1.02,-12.02,1.65,19.29
worker 1,2026-07-27 13:10:03.964,-0.05,-0.14,1.04,-5.13,-2.2,15.2
worker 1,2026-07-27 13:10:03.964,-0.06,-0.13,1.03,0.67,-5.0,6.04
worker 1,2026-07-27 13:10:04.024,-0.07,-0.12,1.0,4.82,-6.71,0.06
worker 1,2026-07-27 13:10:04.086,-0.07,-0.12,1.0,4.82,-6.71,0.06
worker 1,2026-07-27 13:10:04.086,-0.05,-0.13,0.97,6.41,-7.26,0.85
worker 1,2026-07-27 13:10:04.087,-0.03,-0.14,0.96,4.88,-6.35,4.46
worker 1,2026-07-27 13:10:04.144,-0.02,-0.14,0.98,1.71,-3.85,4.27
worker 1,2026-07-27 13:10:04.208,-0.03,-0.11,0.99,-0.73,-1.22,-0.49
worker 1,2026-07-27 13:10:04.208,-0.05,-0.08,0.98,-2.56,-0.79,-4.58
worker 1,2026-07-27 13:10:04.211,-0.05,-0.08,0.98,-2.56,-0.79,-4.58
worker 1,2026-07-27 13:10:04.264,-0.06,-0.07,0.96,-6.23,-1.71,-5.07
worker 1,2026-07-27 13:10:04.264,-0.05,-0.09,0.96,-10.19,-1.53,-4.39
worker 1,2026-07-27 13:10:04.326,-0.05,-0.09,0.96,-10.19,-1.53,-4.39
worker 1,2026-07-27 13:10:04.326,-0.03,-0.11,0.97,-12.21,-0.73,-5.55
worker 1,2026-07-27 13:10:04.384,-0.02,-0.12,0.98,-13.37,-0.31,-8.42
worker 1,2026-07-27 13:10:04.385,-0.03,-0.12,1.0,-13.49,-0.37,-11.72
worker 1,2026-07-27 13:10:04.445,-0.03,-0.12,1.0,-13.49,-0.37,-11.72
worker 1,2026-07-27 13:10:04.447,-0.04,-0.12,1.0,-11.05,-0.67,-13.18
worker 1,2026-07-27 13:10:04.504,-0.04,-0.12,0.99,-7.45,-0.73,-10.5
worker 1,2026-07-27 13:10:04.504,-0.02,-0.13,0.98,-5.37,-0.55,-4.76
worker 1,2026-07-27 13:10:04.564,-0.02,-0.13,0.98,-5.37,-0.55,-4.76
worker 1,2026-07-27 13:10:04.565,-0.01,-0.14,0.97,-5.62,-0.06,-0.43
worker 1,2026-07-27 13:10:04.624,-0.01,-0.14,0.97,-6.04,1.4,0.61
worker 1,2026-07-27 13:10:04.624,-0.02,-0.14,0.97,-6.04,1.4,0.61
worker 1,2026-07-27 13:10:04.624,-0.02,-0.14,0.99,-5.13,2.75,1.22
worker 1,2026-07-27 13:10:04.686,-0.02,-0.14,0.99,-5.13,2.75,1.22
worker 1,2026-07-27 13:10:04.687,-0.01,-0.15,1.0,-3.85,2.01,2.56
worker 1,2026-07-27 13:10:04.744,-0.01,-0.16,1.0,-2.99,0.0,3.05
worker 1,2026-07-27 13:10:04.745,-0.02,-0.17,0.99,-2.38,-1.46,2.2
worker 1,2026-07-27 13:10:04.804,-0.02,-0.17,0.99,-2.38,-1.46,2.2
worker 1,2026-07-27 13:10:04.805,-0.02,-0.17,0.98,-2.32,-2.26,1.16
worker 1,2026-07-27 13:10:04.863,-0.03,-0.17,0.97,-2.69,-2.69,0.85
worker 1,2026-07-27 13:10:04.864,-0.03,-0.17,0.97,-2.69,-2.69,0.85
worker 1,2026-07-27 13:10:04.864,-0.04,-0.17,0.97,-3.36,-1.95,0.85
worker 1,2026-07-27 13:10:04.923,-0.04,-0.17,0.97,-3.36,-1.95,0.85
worker 1,2026-07-27 13:10:04.924,-0.05,-0.16,0.97,-5.07,0.18,1.71
worker 1,2026-07-27 13:10:04.991,-0.05,-0.16,0.97,-7.87,1.89,4.58
worker 1,2026-07-27 13:10:04.991,-0.05,-0.16,0.97,-9.28,2.5,6.71
worker 1,2026-07-27 13:10:05.046,-0.05,-0.17,0.98,-9.28,2.5,6.71
worker 1,2026-07-27 13:10:05.046,-0.04,-0.19,0.98,-7.63,2.5,6.96
worker 1,2026-07-27 13:10:05.104,-0.02,-0.2,0.97,-5.13,2.08,6.53
worker 1,2026-07-27 13:10:05.105,-0.01,-0.2,0.97,-4.15,1.46,4.88
worker 1,2026-07-27 13:10:05.163,-0.01,-0.2,0.97,-4.15,1.46,4.88
worker 1,2026-07-27 13:10:05.164,-0.02,-0.19,0.99,-4.33,0.67,1.71
worker 1,2026-07-27 13:10:05.224,-0.05,-0.18,0.99,-3.78,-0.79,0.12
worker 1,2026-07-27 13:10:05.225,-0.07,-0.18,0.97,-2.08,-2.32,2.62
worker 1,2026-07-27 13:10:05.283,-0.07,-0.18,0.97,-2.08,-2.32,2.62
worker 1,2026-07-27 13:10:05.284,-0.06,-0.2,0.94,-0.98,-2.32,8.18
worker 1,2026-07-27 13:10:05.346,-0.04,-0.21,0.94,-1.46,-0.18,11.78
worker 1,2026-07-27 13:10:05.403,-0.02,-0.21,0.96,-2.2,2.75,8.61
worker 1,2026-07-27 13:10:05.404,-0.02,-0.21,0.96,-2.2,2.75,8.61
worker 1,2026-07-27 13:10:05.404,-0.02,-0.2,0.98,-1.46,3.91,1.89
worker 1,2026-07-27 13:10:05.464,-0.02,-0.2,0.98,0.18,2.08,-2.44
worker 1,2026-07-27 13:10:05.465,-0.03,-0.2,0.99,0.18,2.08,-2.44
worker 1,2026-07-27 13:10:05.465,-0.04,-0.2,0.98,1.1,-0.85,-3.85
worker 1,2026-07-27 13:10:05.523,-0.04,-0.2,0.98,1.1,-0.85,-3.85
worker 1,2026-07-27 13:10:05.524,-0.04,-0.2,0.97,1.53,-2.87,-4.82
worker 1,2026-07-27 13:10:05.591,-0.05,-0.19,0.96,2.14,-3.23,-5.86
worker 1,2026-07-27 13:10:05.592,-0.05,-0.19,0.96,2.14,-3.23,-5.86
