Sample,Timestamp,Elapsed_s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1723,2026-08-03 13:21:14.135,47.515,-0.55,-0.7,1.12,-60.85,97.23,2.62
1724,2026-08-03 13:21:14.135,47.515,-0.36,-1.0,1.57,-18.86,127.62,-17.7
1725,2026-08-03 13:21:14.135,47.515,-0.2,-1.0,1.8,24.78,147.52,-33.57
1726,2026-08-03 13:21:14.136,47.516,-0.2,-1.0,1.8,24.78,147.52,-33.57
1727,2026-08-03 13:21:14.492,47.872,-0.2,-1.0,1.8,24.78,147.52,-33.57
1728,2026-08-03 13:21:14.493,47.873,-0.01,-0.67,0.68,73.55,88.93,-31.19
1729,2026-08-03 13:21:14.493,47.873,0.19,-0.34,0.19,98.21,52.06,-57.92
1730,2026-08-03 13:21:14.494,47.874,0.19,-0.34,0.19,98.21,52.06,-57.92
1731,2026-08-03 13:21:14.494,47.874,0.31,-0.16,0.15,80.14,45.78,-70.31
1732,2026-08-03 13:21:14.495,47.875,0.31,-0.16,0.15,80.14,45.78,-70.31
1733,2026-08-03 13:21:14.495,47.875,0.41,-0.12,0.33,47.24,37.29,-59.27
1734,2026-08-03 13:21:14.496,47.876,0.41,-0.12,0.33,47.24,37.29,-59.27
1735,2026-08-03 13:21:14.496,47.876,0.49,-0.08,0.48,8.97,3.11,-39.25
1736,2026-08-03 13:21:14.497,47.877,0.5,-0.16,0.63,-41.08,-49.26,-14.77
1737,2026-08-03 13:21:14.497,47.877,0.6,-0.55,1.02,-64.88,-104.37,17.33
1738,2026-08-03 13:21:14.498,47.878,0.6,-0.55,1.02,-64.88,-104.37,17.33
1739,2026-08-03 13:21:14.498,47.878,0.81,-0.72,2.0,-15.93,-151.0,55.05
1740,2026-08-03 13:21:14.499,47.879,0.81,-0.72,2.0,-15.93,-151.0,55.05
1741,2026-08-03 13:21:14.499,47.879,0.54,-0.42,2.9,32.71,-152.1,99.91
1742,2026-08-03 13:21:14.500,47.88,0.54,-0.42,2.9,32.71,-152.1,99.91
1743,2026-08-03 13:21:14.501,47.881,-0.26,-0.29,2.43,5.13,-116.52,158.08
1744,2026-08-03 13:21:14.501,47.881,-0.8,-0.21,1.03,-25.02,-84.66,181.21
1745,2026-08-03 13:21:14.502,47.882,-0.8,-0.21,1.03,-25.02,-84.66,181.21
1746,2026-08-03 13:21:14.503,47.883,-0.8,0.15,-0.04,4.94,-58.04,137.08
1747,2026-08-03 13:21:14.613,47.993,-0.8,0.15,-0.04,4.94,-58.04,137.08
1748,2026-08-03 13:21:14.614,47.994,-0.63,0.45,-0.52,55.54,-35.46,92.53
1749,2026-08-03 13:21:14.615,47.995,-0.63,0.45,-0.52,55.54,-35.46,92.53
1750,2026-08-03 13:21:14.615,47.995,-0.63,0.4,-0.64,74.34,1.16,84.05
1751,2026-08-03 13:21:14.617,47.997,-0.63,0.4,-0.64,69.7,48.28,72.27
1752,2026-08-03 13:21:14.916,48.296,-0.81,0.23,-0.57,69.7,48.28,72.27
1753,2026-08-03 13:21:14.917,48.297,-1.03,0.27,-0.26,78.61,75.87,25.15
1754,2026-08-03 13:21:14.918,48.298,-1.26,0.51,0.55,88.93,101.87,-52.49
1755,2026-08-03 13:21:14.937,48.317,-1.39,0.83,2.13,100.34,137.45,-127.44
1756,2026-08-03 13:21:14.937,48.317,-1.39,0.83,2.13,140.38,130.07,-171.39
1757,2026-08-03 13:21:14.951,48.331,-1.13,0.78,3.57,140.38,130.07,-171.39
1758,2026-08-03 13:21:14.951,48.331,-0.43,0.04,3.34,195.01,54.02,-176.27
1759,2026-08-03 13:21:14.952,48.332,-0.43,0.04,3.34,195.01,54.02,-176.27
1760,2026-08-03 13:21:14.952,48.332,0.5,-0.54,1.74,235.96,-40.89,-162.9
1761,2026-08-03 13:21:14.953,48.333,0.5,-0.54,1.74,235.96,-40.89,-162.9
1762,2026-08-03 13:21:14.953,48.333,1.08,-0.47,0.33,216.74,-71.41,-134.46
1763,2026-08-03 13:21:14.972,48.352,0.89,-0.33,-0.16,122.99,-11.54,-69.76
1764,2026-08-03 13:21:14.973,48.353,0.89,-0.33,-0.16,122.99,-11.54,-69.76
1765,2026-08-03 13:21:15.212,48.592,0.4,-0.52,-0.06,19.47,50.72,-20.32
1766,2026-08-03 13:21:15.215,48.595,0.4,-0.52,-0.06,19.47,50.72,-20.32
1767,2026-08-03 13:21:15.218,48.598,0.34,-0.67,0.12,-5.86,15.69,-31.31
1768,2026-08-03 13:21:15.219,48.599,0.34,-0.67,0.12,-5.86,15.69,-31.31
1769,2026-08-03 13:21:15.220,48.6,0.65,-0.4,0.52,25.63,-75.32,-43.46
1770,2026-08-03 13:21:15.222,48.602,0.88,0.09,1.52,2.5,-123.35,-4.7
1771,2026-08-03 13:21:15.223,48.603,1.01,0.87,2.89,-75.07,-125.79,79.04
1772,2026-08-03 13:21:15.224,48.604,1.01,0.87,2.89,-75.07,-125.79,79.04
1773,2026-08-03 13:21:15.226,48.606,0.47,1.64,3.82,-178.89,-106.14,188.17
1774,2026-08-03 13:21:15.752,49.132,-0.48,1.79,3.08,-236.88,-126.95,266.05
1775,2026-08-03 13:21:15.753,49.133,-0.82,1.3,0.99,-178.96,-181.82,268.68
1776,2026-08-03 13:21:15.754,49.134,-0.82,1.3,0.99,-178.96,-181.82,268.68
1777,2026-08-03 13:21:15.755,49.135,-0.83,0.62,-0.54,-90.27,-152.47,237.67
1778,2026-08-03 13:21:15.756,49.136,-0.83,0.62,-0.54,-90.27,-152.47,237.67
1779,2026-08-03 13:21:15.756,49.136,-0.8,0.21,-0.94,-43.7,-55.73,198.61
1780,2026-08-03 13:21:15.757,49.137,-0.74,0.1,-0.86,-28.75,13.73,138.49
1781,2026-08-03 13:21:15.758,49.138,-0.73,0.11,-0.68,-5.07,43.76,72.94
1782,2026-08-03 13:21:15.760,49.14,-0.82,0.22,-0.49,38.88,61.83,3.97
1783,2026-08-03 13:21:15.812,49.192,-0.92,0.52,-0.23,91.0,81.42,-82.15
1784,2026-08-03 13:21:15.813,49.193,-0.92,0.52,-0.23,91.0,81.42,-82.15
1785,2026-08-03 13:21:15.814,49.194,-0.99,0.99,0.64,125.98,114.56,-168.64
1786,2026-08-03 13:21:15.814,49.194,-0.99,0.99,0.64,128.11,163.33,-223.75
1787,2026-08-03 13:21:15.815,49.195,-0.84,1.3,2.35,128.11,163.33,-223.75
1788,2026-08-03 13:21:15.816,49.196,-0.26,1.29,3.73,150.15,171.57,-244.93
1789,2026-08-03 13:21:15.817,49.197,0.26,0.66,3.36,192.99,89.97,-222.41
1790,2026-08-03 13:21:15.818,49.198,0.26,0.66,3.36,192.99,89.97,-222.41
1791,2026-08-03 13:21:15.818,49.198,0.35,-0.37,1.68,197.81,-14.16,-160.34
1792,2026-08-03 13:21:15.819,49.199,0.34,-0.81,0.32,165.59,-54.93,-124.15
1793,2026-08-03 13:21:15.820,49.2,0.34,-0.81,0.32,165.59,-54.93,-124.15
1794,2026-08-03 13:21:15.821,49.201,0.43,-0.57,-0.08,112.98,-26.31,-122.44
1795,2026-08-03 13:21:15.995,49.375,0.5,-0.35,0.12,48.28,32.78,-95.09
1796,2026-08-03 13:21:15.996,49.376,0.52,-0.4,0.35,-10.5,59.39,-38.57
1797,2026-08-03 13:21:15.996,49.376,0.62,-0.4,0.46,-49.8,21.24,5.55
1798,2026-08-03 13:21:15.997,49.377,0.62,-0.4,0.46,-49.8,21.24,5.55
1799,2026-08-03 13:21:15.998,49.378,0.8,-0.14,0.98,-86.36,-36.93,30.88
1800,2026-08-03 13:21:15.998,49.378,1.1,0.46,2.31,-120.91,-97.41,59.08
1801,2026-08-03 13:21:16.052,49.432,1.1,0.46,2.31,-120.91,-97.41,59.08
1802,2026-08-03 13:21:16.052,49.432,1.13,1.6,3.66,-140.01,-181.27,105.47
1803,2026-08-03 13:21:16.354,49.734,0.39,2.48,3.6,-148.5,-269.9,191.59
1804,2026-08-03 13:21:16.422,49.802,-0.69,2.03,1.96,-129.21,-286.68,308.78
1805,2026-08-03 13:21:16.423,49.803,-1.33,0.86,0.23,-66.77,-200.5,371.77
1806,2026-08-03 13:21:16.424,49.804,-1.34,0.09,-0.63,10.25,-98.33,325.56
1807,2026-08-03 13:21:16.424,49.804,-1.11,-0.1,-0.78,55.42,-28.44,216.55
1808,2026-08-03 13:21:16.447,49.827,-1.11,-0.1,-0.78,55.42,-28.44,216.55
1809,2026-08-03 13:21:16.447,49.827,-0.99,-0.07,-0.59,59.94,31.43,112.61
1810,2026-08-03 13:21:16.448,49.828,-0.98,0.07,-0.35,56.7,71.17,17.82
1811,2026-08-03 13:21:16.448,49.828,-0.93,0.4,-0.2,74.28,70.98,-87.16
1812,2026-08-03 13:21:16.448,49.828,-0.82,0.91,0.41,90.58,75.81,-180.66
1813,2026-08-03 13:21:16.594,49.974,-0.71,1.31,2.03,74.16,137.45,-227.54
1814,2026-08-03 13:21:16.595,49.975,-0.39,1.26,3.64,77.39,192.99,-230.47
1815,2026-08-03 13:21:16.596,49.976,0.11,0.63,3.58,136.96,128.42,-205.38
1816,2026-08-03 13:21:16.596,49.976,0.48,-0.22,2.01,182.01,-8.12,-157.29
1817,2026-08-03 13:21:16.597,49.977,0.48,-0.22,2.01,182.01,-8.12,-157.29
1818,2026-08-03 13:21:16.600,49.98,0.64,-0.6,0.48,165.53,-86.91,-109.37
1819,2026-08-03 13:21:16.714,50.094,0.64,-0.6,0.48,165.53,-86.91,-109.37
1820,2026-08-03 13:21:16.714,50.094,0.59,-0.47,-0.16,105.65,-71.29,-73.18
1821,2026-08-03 13:21:16.715,50.095,0.59,-0.47,-0.16,105.65,-71.29,-73.18
1822,2026-08-03 13:21:16.717,50.097,0.4,-0.31,-0.14,34.36,5.07,-35.16
1823,2026-08-03 13:21:16.718,50.098,0.28,-0.34,0.03,-7.51,66.35,1.77
1824,2026-08-03 13:21:16.893,50.273,0.28,-0.34,0.03,-7.51,66.35,1.77
1825,2026-08-03 13:21:16.901,50.281,0.4,-0.42,0.14,-8.36,63.54,27.28
1826,2026-08-03 13:21:16.902,50.282,0.4,-0.42,0.14,-8.36,63.54,27.28
1827,2026-08-03 13:21:16.903,50.283,0.73,-0.33,0.5,-14.95,21.97,45.59
1828,2026-08-03 13:21:16.904,50.284,1.33,-0.02,1.6,-57.68,-63.11,78.25
1829,2026-08-03 13:21:16.905,50.285,1.33,-0.02,1.6,-57.68,-63.11,78.25
1830,2026-08-03 13:21:16.905,50.285,2.35,1.23,3.13,-45.29,-247.07,139.28
1831,2026-08-03 13:21:16.909,50.289,2.35,1.23,3.13,-45.29,-247.07,139.28
1832,2026-08-03 13:21:17.072,50.452,2.27,2.88,3.87,-26.86,-390.81,224.85
1833,2026-08-03 13:21:17.073,50.453,2.27,2.88,3.87,-26.86,-390.81,224.85
1834,2026-08-03 13:21:17.074,50.454,0.48,2.73,2.83,-68.18,-337.34,362.06
1835,2026-08-03 13:21:17.074,50.454,-0.98,1.1,0.78,-68.48,-195.31,440.31
1836,2026-08-03 13:21:17.075,50.455,-1.24,-0.13,-0.58,-10.38,-79.77,334.66
1837,2026-08-03 13:21:17.076,50.456,-1.24,-0.13,-0.58,-10.38,-79.77,334.66
1838,2026-08-03 13:21:17.076,50.456,-0.92,-0.27,-0.8,49.07,15.99,138.0
1839,2026-08-03 13:21:17.253,50.633,-0.92,-0.27,-0.8,49.07,15.99,138.0
1840,2026-08-03 13:21:17.253,50.633,-0.67,0.2,-0.48,69.15,100.65,-9.46
1841,2026-08-03 13:21:17.254,50.634,-0.73,0.47,-0.23,56.64,152.04,-42.36
1842,2026-08-03 13:21:17.254,50.634,-0.98,0.35,-0.14,37.9,159.0,-22.52
1843,2026-08-03 13:21:17.255,50.635,-0.98,0.35,-0.14,37.9,159.0,-22.52
1844,2026-08-03 13:21:17.255,50.635,-1.22,0.38,0.2,57.31,117.13,-58.72
1845,2026-08-03 13:21:17.316,50.696,-0.76,1.16,1.18,156.92,-10.68,-178.96
1846,2026-08-03 13:21:17.317,50.697,0.68,2.59,2.7,204.35,-113.83,-359.31
1847,2026-08-03 13:21:17.612,50.992,0.68,2.59,2.7,204.35,-113.83,-359.31
1848,2026-08-03 13:21:17.612,50.992,1.89,2.88,3.2,122.31,-117.74,-440.25
1849,2026-08-03 13:21:18.275,51.655,1.89,2.88,3.2,122.31,-117.74,-440.25
1850,2026-08-03 13:21:18.276,51.656,1.89,1.36,1.93,21.91,-109.01,-313.35
1851,2026-08-03 13:21:18.277,51.657,1.11,-0.29,0.41,-65.19,-65.73,-154.11
1852,2026-08-03 13:21:18.277,51.657,0.5,-0.79,-0.35,-100.83,9.7,-118.23
1853,2026-08-03 13:21:18.278,51.658,0.5,-0.79,-0.35,-100.83,9.7,-118.23
1854,2026-08-03 13:21:18.278,51.658,0.39,-0.44,-0.43,-74.16,60.73,-149.96
1855,2026-08-03 13:21:18.279,51.659,0.39,-0.44,-0.43,-74.16,60.73,-149.96
1856,2026-08-03 13:21:18.279,51.659,0.47,-0.2,-0.15,-37.35,86.55,-132.69
1857,2026-08-03 13:21:18.280,51.66,0.47,-0.2,-0.15,-37.35,86.55,-132.69
1858,2026-08-03 13:21:18.280,51.66,0.58,-0.2,0.18,-5.37,86.55,-71.53
1859,2026-08-03 13:21:18.280,51.66,0.73,-0.14,0.45,10.07,50.66,-18.13
1860,2026-08-03 13:21:18.281,51.661,0.73,-0.14,0.45,10.07,50.66,-18.13
1861,2026-08-03 13:21:18.281,51.661,0.97,0.11,0.93,1.28,-21.73,35.71
1862,2026-08-03 13:21:18.282,51.662,0.97,0.11,0.93,1.28,-21.73,35.71
1863,2026-08-03 13:21:18.282,51.662,1.49,0.84,2.04,-17.33,-116.46,101.87
1864,2026-08-03 13:21:18.284,51.664,1.49,0.84,2.04,-17.33,-116.46,101.87
1865,2026-08-03 13:21:18.284,51.664,1.79,2.08,3.34,-33.94,-174.38,159.97
1866,2026-08-03 13:21:18.285,51.665,1.79,2.08,3.34,-33.94,-174.38,159.97
1867,2026-08-03 13:21:18.285,51.665,1.15,2.64,3.13,-36.19,-189.94,216.13
1868,2026-08-03 13:21:18.285,51.665,-0.01,1.77,1.38,-24.72,-156.25,274.78
1869,2026-08-03 13:21:18.286,51.666,-0.01,1.77,1.38,-24.72,-156.25,274.78
1870,2026-08-03 13:21:18.291,51.671,-0.84,0.49,-0.13,-14.95,-39.37,284.18
1871,2026-08-03 13:21:18.293,51.673,-0.84,0.49,-0.13,-14.95,-39.37,284.18
1872,2026-08-03 13:21:18.296,51.676,-1.06,-0.16,-0.76,-2.81,76.11,225.28
1873,2026-08-03 13:21:18.296,51.676,-0.98,-0.16,-0.81,1.53,133.3,140.5
1874,2026-08-03 13:21:18.297,51.677,-0.98,-0.16,-0.81,-0.67,153.56,76.42
1875,2026-08-03 13:21:18.297,51.677,-0.96,0.02,-0.61,-0.67,153.56,76.42
1876,2026-08-03 13:21:18.298,51.678,-1.02,0.23,-0.28,13.49,146.61,20.14
1877,2026-08-03 13:21:18.299,51.679,-1.01,0.57,0.16,26.06,125.31,-67.87
1878,2026-08-03 13:21:18.299,51.679,-0.96,0.93,1.0,15.5,103.33,-170.29
1879,2026-08-03 13:21:18.299,51.679,-0.61,1.4,2.53,26.0,86.49,-262.7
1880,2026-08-03 13:21:18.299,51.679,-0.61,1.4,2.53,112.0,41.93,-361.88
1881,2026-08-03 13:21:18.301,51.681,0.4,2.02,3.74,112.0,41.93,-361.88
1882,2026-08-03 13:21:18.301,51.681,1.25,1.63,3.28,174.44,-25.7,-374.51
1883,2026-08-03 13:21:18.301,51.681,1.21,0.16,1.72,122.13,-38.94,-242.13
1884,2026-08-03 13:21:18.336,51.716,1.21,0.16,1.72,122.13,-38.94,-242.13
1885,2026-08-03 13:21:18.336,51.716,0.85,-0.7,0.44,40.89,-5.31,-114.75
1886,2026-08-03 13:21:18.462,51.842,0.59,-0.57,-0.17,13.06,14.59,-64.27
1887,2026-08-03 13:21:18.466,51.846,0.59,-0.57,-0.17,13.06,14.59,-64.27
1888,2026-08-03 13:21:18.467,51.847,0.38,-0.27,-0.23,9.95,41.93,-26.55
1889,2026-08-03 13:21:18.471,51.851,0.23,-0.23,-0.01,-17.03,88.81,23.07
1890,2026-08-03 13:21:18.512,51.892,0.23,-0.23,-0.01,-17.03,88.81,23.07
1891,2026-08-03 13:21:18.512,51.892,0.32,-0.33,0.12,-38.51,90.45,50.96
1892,2026-08-03 13:21:18.632,52.012,0.7,-0.29,0.15,-32.65,30.09,51.21
1893,2026-08-03 13:21:18.634,52.014,1.33,-0.07,0.79,-46.39,-33.75,69.64
1894,2026-08-03 13:21:18.635,52.015,2.26,0.64,2.31,-93.93,-105.71,130.8
1895,2026-08-03 13:21:18.812,52.192,2.36,1.83,3.77,-157.96,-205.38,219.67
1896,2026-08-03 13:21:18.813,52.193,2.36,1.83,3.77,-157.96,-205.38,219.67
1897,2026-08-03 13:21:18.813,52.193,0.8,2.21,3.76,-181.03,-285.71,323.36
1898,2026-08-03 13:21:18.813,52.193,-0.93,1.43,2.21,-110.35,-285.1,377.01
1899,2026-08-03 13:21:18.814,52.194,-0.93,1.43,2.21,-110.35,-285.1,377.01
1900,2026-08-03 13:21:18.814,52.194,-1.5,0.62,0.43,-0.24,-201.23,316.1
1901,2026-08-03 13:21:18.815,52.195,-1.5,0.62,0.43,-0.24,-201.23,316.1
1902,2026-08-03 13:21:18.815,52.195,-1.23,0.33,-0.57,64.21,-90.45,203.06
1903,2026-08-03 13:21:19.113,52.493,-0.96,0.18,-0.8,63.48,12.39,123.6
1904,2026-08-03 13:21:19.114,52.494,-0.96,0.18,-0.8,63.48,12.39,123.6
1905,2026-08-03 13:21:19.114,52.494,-0.89,0.06,-0.61,52.43,82.21,68.12
1906,2026-08-03 13:21:19.172,52.552,-0.89,0.16,-0.29,65.37,106.38,-7.02
1907,2026-08-03 13:21:19.173,52.553,-0.82,0.51,0.17,95.83,107.54,-104.92
1908,2026-08-03 13:21:19.174,52.554,-0.56,0.99,1.09,118.65,110.53,-195.37
1909,2026-08-03 13:21:19.175,52.555,-0.56,0.99,1.09,118.65,110.53,-195.37
1910,2026-08-03 13:21:19.175,52.555,-0.03,1.26,2.47,119.69,110.84,-241.88
1911,2026-08-03 13:21:19.176,52.556,0.76,1.24,3.66,106.14,93.38,-248.29
1912,2026-08-03 13:21:19.176,52.556,1.18,0.67,3.44,79.59,34.24,-217.59
1913,2026-08-03 13:21:19.177,52.557,0.96,-0.25,1.77,56.34,-51.64,-159.12
1914,2026-08-03 13:21:19.232,52.612,0.63,-0.65,0.07,43.15,-93.44,-115.11
1915,2026-08-03 13:21:19.358,52.738,0.63,-0.65,0.07,43.15,-93.44,-115.11
1916,2026-08-03 13:21:19.359,52.739,0.45,-0.47,-0.68,37.9,-54.87,-82.52
1917,2026-08-03 13:21:19.360,52.74,0.45,-0.47,-0.68,37.9,-54.87,-82.52
1918,2026-08-03 13:21:19.360,52.74,0.31,-0.17,-0.58,41.14,40.65,-35.1
1919,2026-08-03 13:21:19.360,52.74,0.16,-0.1,-0.16,31.19,131.23,25.45
1920,2026-08-03 13:21:19.361,52.741,0.16,-0.1,-0.16,31.19,131.23,25.45
1921,2026-08-03 13:21:21.037,54.417,0.07,-0.31,0.12,5.31,146.36,77.7
1922,2026-08-03 13:21:21.041,54.421,0.07,-0.31,0.12,5.31,146.36,77.7
1923,2026-08-03 13:21:22.831,56.211,0.16,-0.49,0.31,-13.92,74.89,103.09
1924,2026-08-03 13:21:22.832,56.212,0.62,-0.3,1.1,-40.34,-5.98,105.53
1925,2026-08-03 13:21:22.833,56.213,0.62,-0.3,1.1,-40.34,-5.98,105.53
1926,2026-08-03 13:21:22.833,56.213,1.64,1.02,3.9,-168.4,-50.9,155.27
1927,2026-08-03 13:21:22.953,56.333,0.76,1.58,3.33,-212.52,-116.52,194.27
1928,2026-08-03 13:21:23.013,56.393,0.76,1.58,3.33,-212.52,-116.52,194.27
1929,2026-08-03 13:21:23.014,56.394,-0.19,1.38,1.32,-155.7,-223.69,211.36
1930,2026-08-03 13:21:23.015,56.395,-0.8,0.68,-0.21,-43.03,-196.96,214.48
1931,2026-08-03 13:21:24.332,57.712,-0.8,0.68,-0.21,-43.03,-196.96,214.48
1932,2026-08-03 13:21:24.391,57.771,-1.05,0.24,-0.61,25.94,-36.87,187.38
1933,2026-08-03 13:21:24.392,57.772,-1.05,0.24,-0.61,29.42,98.21,123.41
1934,2026-08-03 13:21:24.393,57.773,-1.07,0.28,-0.46,29.42,98.21,123.41
1935,2026-08-03 13:21:25.234,58.614,-1.1,0.35,-0.32,12.94,144.41,59.45
1936,2026-08-03 13:21:25.235,58.615,-1.15,0.35,-0.39,25.51,117.55,-16.48
1937,2026-08-03 13:21:25.236,58.616,-1.15,0.35,-0.39,25.51,117.55,-16.48
1938,2026-08-03 13:21:25.237,58.617,-1.04,0.79,-0.44,61.04,59.69,-147.64
1939,2026-08-03 13:21:25.495,58.875,-0.71,1.69,-0.17,100.83,1.77,-289.49
1940,2026-08-03 13:21:25.496,58.876,0.21,2.73,1.28,146.67,-4.27,-367.31
1941,2026-08-03 13:21:25.497,58.877,0.21,2.73,1.28,146.67,-4.27,-367.31
1942,2026-08-03 13:21:25.607,58.987,1.36,2.61,3.27,182.74,47.85,-334.47
1943,2026-08-03 13:21:25.608,58.988,1.36,2.61,3.27,182.74,47.85,-334.47
1944,2026-08-03 13:21:25.608,58.988,1.42,0.8,3.64,192.38,46.45,-194.95
1945,2026-08-03 13:21:25.609,58.989,0.63,-0.84,2.31,151.73,-13.06,-79.28
1946,2026-08-03 13:21:25.610,58.99,0.06,-1.12,0.76,81.24,-52.98,-88.07
1947,2026-08-03 13:21:25.610,58.99,0.03,-0.48,-0.16,43.33,-66.89,-171.26
1948,2026-08-03 13:21:25.610,58.99,0.39,0.16,-0.51,29.85,-52.73,-228.58
1949,2026-08-03 13:21:25.611,58.991,0.39,0.16,-0.51,29.85,-52.73,-228.58
1950,2026-08-03 13:21:25.611,58.991,0.66,0.17,-0.4,16.48,7.51,-176.45
1951,2026-08-03 13:21:25.612,58.992,0.71,-0.27,-0.08,16.72,74.34,-41.02
1952,2026-08-03 13:21:25.612,58.992,0.82,-0.43,0.28,24.72,77.76,72.51
1953,2026-08-03 13:21:25.613,58.993,1.11,-0.07,0.95,-3.85,37.35,140.93
1954,2026-08-03 13:21:25.613,58.993,1.78,0.85,2.17,-59.2,-14.53,201.42
1955,2026-08-03 13:21:25.614,58.994,1.78,0.85,2.17,-59.2,-14.53,201.42
1956,2026-08-03 13:21:25.614,58.994,2.02,2.21,3.51,-139.16,-45.47,271.85
1957,2026-08-03 13:21:25.615,58.995,2.02,2.21,3.51,-139.16,-45.47,271.85
1958,2026-08-03 13:21:25.615,58.995,1.09,3.13,3.79,-219.36,-94.06,330.32
1959,2026-08-03 13:21:25.616,58.996,1.09,3.13,3.79,-219.36,-94.06,330.32
1960,2026-08-03 13:21:25.617,58.997,-0.19,2.8,2.44,-205.75,-198.79,342.47
1961,2026-08-03 13:21:25.617,58.997,-1.03,1.62,0.59,-113.04,-247.74,313.72
1962,2026-08-03 13:21:25.617,58.997,-1.29,0.66,-0.54,-30.21,-192.81,255.98
1963,2026-08-03 13:21:25.618,58.998,-1.35,0.37,-1.02,2.5,-92.53,181.58
1964,2026-08-03 13:21:25.618,58.998,-1.55,0.26,-1.3,17.27,9.52,119.02
1965,2026-08-03 13:21:25.619,58.999,-1.55,0.26,-1.3,17.27,9.52,119.02
1966,2026-08-03 13:21:25.620,59.0,-1.76,0.24,-1.28,59.33,97.17,38.82
1967,2026-08-03 13:21:25.621,59.001,-1.7,0.78,-0.81,104.68,152.65,-104.06
1968,2026-08-03 13:21:25.651,59.031,1.04,-0.74,-0.42,79.1,-74.71,-82.09
1969,2026-08-03 13:21:26.311,59.691,0.4,-0.17,0.2,10.93,78.61,-49.26
1970,2026-08-03 13:21:26.441,59.821,0.37,-0.2,0.35,-40.71,64.64,-40.65
1971,2026-08-03 13:21:26.443,59.823,0.37,-0.2,0.35,-40.71,64.64,-40.65
1972,2026-08-03 13:21:26.443,59.823,0.53,-0.19,0.66,-70.13,-10.5,-41.63
1973,2026-08-03 13:21:26.444,59.824,0.53,-0.19,0.66,-70.13,-10.5,-41.63
1974,2026-08-03 13:21:26.444,59.824,0.65,0.46,1.89,-96.8,-72.2,-45.9
1975,2026-08-03 13:21:26.445,59.825,0.22,1.35,3.4,-132.57,-82.46,13.0
1976,2026-08-03 13:21:26.445,59.825,-0.56,1.61,3.39,-122.86,-130.25,154.54
1977,2026-08-03 13:21:26.445,59.825,-1.16,1.32,1.94,-85.82,-201.97,291.26
1978,2026-08-03 13:21:26.446,59.826,-1.16,1.32,1.94,-85.82,-201.97,291.26
1979,2026-08-03 13:21:26.446,59.826,-1.4,0.71,0.49,-81.24,-192.14,352.66
1980,2026-08-03 13:21:26.447,59.827,-0.47,0.3,0.66,-41.81,-19.96,120.42
1981,2026-08-03 13:21:27.700,61.08,-0.49,0.26,0.55,-56.4,-16.97,116.7
1982,2026-08-03 13:21:27.752,61.132,1.28,1.51,3.1,-67.57,19.41,159.73
1983,2026-08-03 13:21:27.753,61.133,0.92,1.9,2.93,-160.64,35.34,189.27
1984,2026-08-03 13:21:27.754,61.134,0.27,1.67,1.7,-172.79,-21.67,245.73
1985,2026-08-03 13:21:27.754,61.134,-0.31,1.03,0.52,-138.24,-52.8,275.15
1986,2026-08-03 13:21:27.755,61.135,-0.6,0.01,-0.32,29.72,-3.54,80.26
1987,2026-08-03 13:21:27.756,61.136,-0.6,0.01,-0.32,29.72,-3.54,80.26
1988,2026-08-03 13:21:27.756,61.136,-0.78,0.61,0.18,90.39,80.57,-117.0
1989,2026-08-03 13:21:27.758,61.138,-0.89,0.92,0.1,112.3,34.0,-171.75
1990,2026-08-03 13:21:27.759,61.139,-0.6,1.8,0.76,129.58,7.93,-206.42
1991,2026-08-03 13:21:27.759,61.139,0.42,2.57,2.59,133.18,72.27,-234.92
1992,2026-08-03 13:21:27.762,61.142,0.42,2.57,2.59,133.18,72.27,-234.92
1993,2026-08-03 13:21:27.763,61.143,1.0,1.69,3.6,133.67,116.09,-197.27
1994,2026-08-03 13:21:27.763,61.143,0.94,0.17,2.92,141.36,53.65,-120.06
1995,2026-08-03 13:21:27.764,61.144,0.94,0.17,2.92,141.36,53.65,-120.06
1996,2026-08-03 13:21:27.764,61.144,0.87,-0.62,1.75,143.13,-37.05,-71.41
1997,2026-08-03 13:21:29.149,62.529,0.87,-0.62,1.75,143.13,-37.05,-71.41
1998,2026-08-03 13:21:29.214,62.594,0.64,-0.84,0.89,130.07,-61.89,-25.76
1999,2026-08-03 13:21:29.215,62.595,0.24,-0.92,0.31,81.12,2.44,11.54
2000,2026-08-03 13:21:29.216,62.596,0.24,-0.92,0.31,81.12,2.44,11.54
2001,2026-08-03 13:21:29.216,62.596,0.04,-0.84,-0.14,-6.96,70.92,23.01
2002,2026-08-03 13:21:29.217,62.597,0.11,-0.56,-0.38,-109.62,74.28,28.38
2003,2026-08-03 13:21:29.218,62.598,0.28,-0.17,-0.1,-181.58,48.28,46.26
2004,2026-08-03 13:21:29.219,62.599,0.56,0.11,0.97,-194.34,13.18,82.34
2005,2026-08-03 13:21:29.221,62.601,1.05,0.91,2.67,-153.02,-17.7,120.48
2006,2026-08-03 13:21:29.222,62.602,0.9,2.1,3.64,-124.69,-32.59,135.8
2007,2026-08-03 13:21:29.223,62.603,0.9,2.1,3.64,-143.19,-124.21,168.15
2008,2026-08-03 13:21:29.223,62.603,0.27,2.25,2.43,-143.19,-124.21,168.15
2009,2026-08-03 13:21:29.223,62.603,-0.2,1.44,0.39,-146.73,-200.2,227.6
